account_number,bank,balance,creation_date,insurance
6378366585,Banco Industrial,5004,2012-08-22,False
8443622778,G&T,2951,2016-08-24,True
2111624608,Banco Industrial,1375,2011-09-29,True
5021515145,G&T,167,2016-09-25,True
7128769556,Bantrab,1440,2012-12-20,False
8213649575,Banco Azteca,2070,2011-06-06,True
4557038585,BAM,1950,2010-11-13,True
8762235733,Ficohsa,3984,2010-05-24,True
3073546110,BAM,4263,2014-11-24,True
8756807683,G&T,2413,2013-06-27,False
8214852213,Banrural,3415,2018-02-03,False
3500411266,BAM,2525,2012-12-02,False
7144214141,G&T,6614,2013-11-11,True
1816885500,Ficohsa,4638,2015-04-01,True
6738056672,Bantrab,5319,2018-02-05,False
3255584273,G&T,5267,2016-06-07,False
7982176207,Banrural,6110,2011-02-17,True
5381989319,BAM,5811,2023-05-30,True
5873825150,Banrural,5128,2015-12-04,False
3757984932,BAM,4764,2011-07-30,False
8830911891,G&T,4463,2014-11-30,False
8984008940,G&T,2367,2014-03-10,False
5497247063,Banco Industrial,6855,2020-09-06,False
6035833456,Banco Azteca,1014,2016-02-10,True
1578611053,BAM,1649,2015-08-23,False
2501010855,Bantrab,3529,2015-01-16,False
7265216738,Banco Azteca,3255,2018-01-03,True
3263860907,Ficohsa,1573,2018-05-10,False
1704139804,Bantrab,5525,2023-06-27,False
1011128532,Banco Industrial,3508,2011-11-24,False
2852937817,Banrural,2889,2014-03-14,True
2128626374,Ficohsa,4760,2017-12-28,False
6567219839,Banrural,5580,2022-09-15,False
8003557462,Bantrab,2548,2018-10-13,False
2751327416,Banco Industrial,3317,2015-06-07,True
6346791496,Bantrab,3129,2014-02-12,True
3146473147,G&T,1705,2015-02-22,True
5538656108,Banrural,3415,2023-06-24,False
2607913991,Ficohsa,6190,2015-03-12,True
6242102296,Bantrab,3346,2019-11-08,True
7272004042,Bantrab,6290,2018-05-28,False
3414032869,BAM,6410,2018-12-17,True
1901707764,Bantrab,4346,2014-07-17,True
1202863168,BAM,22,2011-07-10,False
2613021494,Banco Azteca,5502,2018-09-03,False
1474723193,G&T,1237,2016-09-29,False
8775983464,Ficohsa,1149,2019-11-13,False
1626007953,Ficohsa,5136,2014-03-13,True
6405194125,BAM,1765,2017-03-19,True
2608221625,Banrural,3714,2014-01-08,True
1413406430,Banco Azteca,5523,2023-09-23,True
6040880005,G&T,6215,2021-09-30,True
5011275833,Banco Azteca,6806,2021-07-18,False
4035546522,G&T,5945,2012-08-17,False
6767059049,G&T,586,2016-05-12,False
3334466583,Banco Industrial,4865,2014-03-02,True
4646394185,Bantrab,3255,2013-11-24,False
5841378516,Banrural,1174,2015-04-06,True
1189720809,Banco Azteca,4609,2014-10-10,True
1242325682,Bantrab,3434,2022-03-02,True
6251999873,BAM,1338,2013-06-26,True
3915793063,BAM,5235,2016-03-23,False
7939226139,Banrural,554,2011-04-15,True
2181219907,BAM,5626,2021-06-14,True
7870525348,Banrural,923,2017-05-31,False
2284394855,Banco Azteca,1069,2023-10-30,False
2452081409,Bantrab,4904,2023-08-03,False
3276721745,G&T,2948,2017-07-13,True
3617054072,BAM,6421,2014-11-16,False
4776324865,Ficohsa,1393,2022-04-25,True
1592332100,Banrural,3969,2012-08-16,False
1084168976,G&T,1733,2010-12-17,True
5421559103,Banco Industrial,3984,2015-07-31,True
7988901144,Ficohsa,831,2012-12-05,False
8830124072,Banrural,1571,2010-07-11,True
6630705646,BAM,3249,2015-11-02,True
1882188080,Banco Azteca,5316,2018-08-12,False
5655793027,BAM,3579,2018-05-30,False
6462804466,G&T,5760,2019-03-14,True
6817933109,Banco Industrial,1148,2021-11-02,True
8519713340,G&T,6482,2019-12-11,False
7110880790,Banco Industrial,1067,2011-03-06,False
2120608277,Banco Azteca,4555,2020-02-23,False
2134292327,Banco Industrial,1311,2017-09-19,False
3630525253,Banco Industrial,159,2013-12-28,False
4879004853,Ficohsa,854,2013-10-06,True
5241530695,Banrural,4261,2015-07-03,True
3382021129,Banco Industrial,5208,2016-04-22,True
3249815592,Ficohsa,4131,2014-11-14,False
5816639136,Bantrab,1227,2017-05-17,False
8218446348,G&T,4107,2013-06-14,False
6959833390,Banco Industrial,940,2021-07-30,False
4451111149,Ficohsa,6098,2016-12-06,False
1119846499,Ficohsa,1446,2010-08-22,True
8383655603,Banco Azteca,6253,2016-11-24,False
3924875553,Bantrab,1786,2011-07-06,True
5104707055,G&T,5631,2012-02-17,True
3073379745,Banco Industrial,4502,2017-07-18,False
7764084030,G&T,5061,2021-02-24,True
4120499886,Banco Azteca,810,2016-05-27,False
7362957984,Ficohsa,3915,2017-11-28,True
5663014881,Ficohsa,5615,2015-09-19,True
6208265718,BAM,1062,2010-03-15,False
8159161662,Bantrab,4254,2015-03-06,True
6463660930,Banrural,1939,2012-10-23,True
2918982045,Ficohsa,6796,2014-12-01,False
3087226555,Ficohsa,2619,2015-05-01,False
8284496504,Ficohsa,4764,2013-08-26,False
8634149134,Banrural,1176,2011-01-05,True
2907510483,Ficohsa,5322,2011-12-21,True
5684559344,Banrural,1969,2018-05-29,False
3447353870,Bantrab,1660,2023-12-31,False
